0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
0	0	0	42	82	103	82	42	0	42	0	0	0	0	0	0
0	0	0	82	161	202	203	142	74	80	74	60	42	0	0	0
0	0	33	103	202	255	255	201	155	131	122	99	69	42	0	0
0	0	0	82	161	255	255	223	174	187	174	141	99	60	0	0
0	0	0	42	82	177	204	216	216	232	216	174	122	74	0	0
0	0	0	0	42	113	131	187	232	249	232	187	131	80	42	0
0	0	0	0	0	74	122	174	216	232	216	174	122	74	0	0
0	0	0	0	0	60	99	141	174	187	174	141	99	60	0	0
0	0	0	0	0	42	69	99	122	131	122	99	69	42	0	0
0	0	0	0	0	0	42	60	74	80	74	60	42	0	0	0
0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
